Section,XPath,Source_Code,Source_CodeSystem_OID,Source_Vocabulary,Source_DisplayName,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain_ID,OMOP_Vocabulary_ID,Is_Standard,Mapping_Status
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[7]/consumable/manufacturedProduct/manufacturedMaterial/code[1],861748,2.16.840.1.113883.6.88,RxNorm,glyBURIDE 2.5 MG / metFORMIN hydrochloride 500 MG Oral Tablet,40165997,glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[7]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[8]/consumable/manufacturedProduct/manufacturedMaterial/code[1],892246,2.16.840.1.113883.6.88,RxNorm,Levothyroxine Sodium 0.1 MG Oral Tablet,40169766,levothyroxine sodium 0.1 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[8]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[9]/consumable/manufacturedProduct/manufacturedMaterial/code[1],1112231,2.16.840.1.113883.6.88,RxNorm,Naproxen sodium 220 MG Oral Capsule,40240187,naproxen sodium 220 MG Oral Capsule,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[9]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[10]/consumable/manufacturedProduct/manufacturedMaterial/code[1],835603,2.16.840.1.113883.6.88,RxNorm,traMADol hydrochloride 50 MG Oral Tablet,19134047,tramadol hydrochloride 50 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[10]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[11]/consumable/manufacturedProduct/manufacturedMaterial/code[1],308416,2.16.840.1.113883.6.88,RxNorm,Aspirin 81 MG Enteric Coated Tablet,19073712,aspirin 81 MG Delayed Release Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[11]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[12]/consumable/manufacturedProduct/manufacturedMaterial/code[1],866514,2.16.840.1.113883.6.88,RxNorm,Metoprolol Tartrate 50 MG Oral Tablet,40167218,metoprolol tartrate 50 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[12]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[13]/consumable/manufacturedProduct/manufacturedMaterial/code[1],863671,2.16.840.1.113883.6.88,RxNorm,Flomax 0.4 MG Oral Capsule,40166541,tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[13]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[14]/consumable/manufacturedProduct/manufacturedMaterial/code[1],201961,2.16.840.1.113883.6.88,RxNorm,Proscar 5 MG Oral Tablet,19025985,finasteride 5 MG Oral Tablet [Proscar],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[14]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[15]/consumable/manufacturedProduct/manufacturedMaterial/code[1],105029,2.16.840.1.113883.6.88,RxNorm,Neurontin 300 MG Oral Capsule,19006232,gabapentin 300 MG Oral Capsule [Neurontin],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[15]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[16]/consumable/manufacturedProduct/manufacturedMaterial/code[1],197900,2.16.840.1.113883.6.88,RxNorm,Lorazepam 0.5 MG Oral Tablet,19019112,lorazepam 0.5 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[16]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[17]/consumable/manufacturedProduct/manufacturedMaterial/code[1],833530,2.16.840.1.113883.6.88,RxNorm,Cordarone 200 MG Oral Tablet,19133832,amiodarone hydrochloride 200 MG Oral Tablet [Cordarone],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[17]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[18]/consumable/manufacturedProduct/manufacturedMaterial/code[1],855332,2.16.840.1.113883.6.88,RxNorm,Warfarin Sodium 5 MG Oral Tablet,40163554,warfarin sodium 5 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[18]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[19]/consumable/manufacturedProduct/manufacturedMaterial/code[1],855312,2.16.840.1.113883.6.88,RxNorm,Warfarin Sodium 2.5 MG Oral Tablet,40163534,warfarin sodium 2.5 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[19]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[20]/consumable/manufacturedProduct/manufacturedMaterial/code[1],854878,2.16.840.1.113883.6.88,RxNorm,Ambien 5 MG Oral Tablet,40163501,zolpidem tartrate 5 MG Oral Tablet [Ambien],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[20]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Immunizations,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.2.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],140,2.16.840.1.113883.12.292,CVX,"Influenza, seasonal, injectable, preservative free",0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[1]/code[1],49038010,2.16.840.1.113883.6.96,SNOMED,EKG,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[2]/code[1],47600,2.16.840.1.113883.6.12,CPT4,CHOLECYSTECTOMY,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[3]/code[1],66983,2.16.840.1.113883.6.12,CPT4,ICAPSULAR CATARACT XTRJ INSJ IO LENS PRSTH 1 STG,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[4]/code[1],37205,2.16.840.1.113883.6.12,CPT4,TCAT PLMT IV STENT PERCUTANEOUS 1ST VESSEL,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[5]/code[1],33512,2.16.840.1.113883.6.12,CPT4,CORONARY ARTERY BYPASS 3 CORONARY VENOUS GRAFTS,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[6]/code[1],27447,2.16.840.1.113883.6.12,CPT4,ARTHRP KNE CONDYLE+PLATU MEDIAL+LAT COMPARTMENTS,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[7]/code[1],42825,2.16.840.1.113883.6.12,CPT4,TONSILLECTOMY ONE-HALF UNDER AGE 12,0,,,,false,unmapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[1]/code[1],3016-3,2.16.840.1.113883.6.1,LOINC,Thyrotropin [Units/volume] in Serum or Plasma,3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[2]/code[1],4548-4,2.16.840.1.113883.6.1,LOINC,Hemoglobin A1c/Hemoglobin.total in Blood,3004410,Hemoglobin A1c/Hemoglobin.total in Blood,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[3]/code[1],2160-0,2.16.840.1.113883.6.1,LOINC,Creatinine [Mass/volume] in Serum or Plasma,3016723,Creatinine [Mass/volume] in Serum or Plasma,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[4]/code[1],6301-6,2.16.840.1.113883.6.1,LOINC,INR in Platelet poor plasma by Coagulation assay,3022217,INR in Platelet poor plasma by Coagulation assay,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[5]/code[1],18041-4,2.16.840.1.113883.6.1,LOINC,Aortic valve Ejection [Time] by US.doppler,3015022,Aortic valve Ejection time by US.doppler,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[6]/code[1],18089-3,2.16.840.1.113883.6.1,LOINC,AV Orifice Area US,3020064,Aortic valve Orifice area by US,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[7]/code[1],18844-1,2.16.840.1.113883.6.1,LOINC,EKG impression Narrative,3004451,EKG impression Narrative,Measurement,LOINC,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/participant/participantRole/playingEntity/code[1],70618,2.16.840.1.113883.6.88,RxNorm,Penicillin,0,,,,false,unmapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],404640003,2.16.840.1.113883.6.96,SNOMED,Dizziness,4223938,Dizziness,Condition,SNOMED,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/participant/participantRole/playingEntity/code[1],3729L8MA2C,2.16.840.1.113883.4.9,,Bee Pollen,0,,,,false,no_vocab
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],417516000,2.16.840.1.113883.6.96,SNOMED,Anaphylaxis due to substance,0,,,,false,unmapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[1]/code[1],ASSERTION,2.16.840.1.113883.5.4,,,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],00409-1258-30,2.16.840.1.113883.6.69,NDC,MORPHINE,0,,,,false,unmapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[2]/consumable/manufacturedProduct/manufacturedMaterial/code[1],53746046501,2.16.840.1.113883.6.69,NDC,IBUPROFEN TAB 600MG,44900413,ibuprofen 600 MG Oral Tablet,Drug,NDC,false,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[3]/consumable/manufacturedProduct/manufacturedMaterial/code[1],65862001705,2.16.840.1.113883.6.69,NDC,AMOXICILLIN CAP 500MG,44939102,amoxicillin 500 MG Oral Capsule,Drug,NDC,false,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[4]/consumable/manufacturedProduct/manufacturedMaterial/code[1],65597070118,2.16.840.1.113883.6.69,NDC,WELCHOL TAB 625MG,45125972,colesevelam hydrochloride 625 MG Oral Tablet [Welchol],Drug,NDC,false,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[5]/consumable/manufacturedProduct/manufacturedMaterial/code[1],17856060805,2.16.840.1.113883.6.69,NDC,Promethazine HCl,45083242,promethazine hydrochloride 1.25 MG/ML Oral Solution,Drug,NDC,false,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[6]/consumable/manufacturedProduct/manufacturedMaterial/code[1],00093310905,2.16.840.1.113883.6.69,NDC,Amoxicillin,45111521,amoxicillin 500 MG Oral Capsule,Drug,NDC,false,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[7]/consumable/manufacturedProduct/manufacturedMaterial/code[1],76439013650,2.16.840.1.113883.6.69,NDC,Tramadol HCl,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[1]/code[1],ZZVV1,CPT4,,Virtual Visit,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[2]/code[1],96549,CPT4,,Unlisted chemotherapy procedure,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[3]/code[1],80048,CPT4,,Measurement of urea nitrogen (BUN),0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[4]/code[1],58571,CPT4,,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[5]/code[1],J1950,CPT4,,"Injection, leuprolide acetate (for depot suspension), per 3.75 mg",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[6]/code[1],96365,CPT4,,Intravenous infusion,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[7]/code[1],96366,CPT4,,Intravenous infusion,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[8]/code[1],888ZZ,CPT4,,Slot Holder for EM COde,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[9]/code[1],G9226,CPT4,,FOOT EXAMINATION PERFORMED,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[10]/code[1],G9226,CPT4,,FOOT EXAMINATION PERFORMED,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[11]/code[1],83825,CPT4,,"Mercury, quantitative",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[12]/code[1],83921,CPT4,,Measurement of organic acid,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[13]/code[1],83921,CPT4,,Measurement of organic acid,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[14]/code[1],82978,CPT4,,Glutathione,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[15]/code[1],83735,CPT4,,Magnesium,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[16]/code[1],82525,CPT4,,Copper,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[17]/code[1],82175,CPT4,,Arsenic,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[18]/code[1],82139,CPT4,,Measurement of amino acids,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[19]/code[1],83921,CPT4,,Measurement of organic acid,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[20]/code[1],81000,CPT4,,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, with microscopy",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[21]/code[1],36415,CPT4,,Collection of venous blood by venipuncture,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[22]/code[1],85025,CPT4,,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[23]/code[1],81206,CPT4,,"BCR/ABL1 (t(9;22)) (eg, chronic myelogenous leukemia) translocation analysis; major breakpoint, qualitative or quantitative",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[24]/code[1],80053,CPT4,,Measurement of albumin,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[25]/code[1],88291,CPT4,,"Cytogenetics and molecular cytogenetics, interpretation and report",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[26]/code[1],88271,CPT4,,"Molecular cytogenetics; DNA probe, each (eg, FISH)",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[27]/code[1],36415,CPT4,,Collection of venous blood by venipuncture,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[28]/code[1],84153,CPT4,,Prostate specific antigen (PSA); total,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[29]/code[1],88305,CPT4,,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requirin",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[30]/code[1],88305,CPT4,,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requirin",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[31]/code[1],45385,CPT4,,Removal of polyps or growths of large bowel using an endoscope,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[32]/code[1],98941,CPT4,,"Chiropractic manipulative treatment (CMT); spinal, 3-4 regions",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[33]/code[1],97014,CPT4,,Application of a modality to 1 or more areas; electrical stimulation (unattended),0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[34]/code[1],888ZZ,CPT4,,Slot Holder for EM COde,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[35]/code[1],81002,CPT4,,URNLS DIP STICK/TABLET RGNT NON-AUTO W/O MICRSCP,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[36]/code[1],81002,CPT4,,URNLS DIP STICK/TABLET RGNT NON-AUTO W/O MICRSCP,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[37]/code[1],58100,CPT4,,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[38]/code[1],81025,CPT4,,"Urine pregnancy test, by visual color comparison methods",0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[39]/code[1],J1050,CPT4,,Depo Provera,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[40]/code[1],96372,CPT4,,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",0,,,,false,no_vocab
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[1]/code[1],41653-7,2.16.840.1.113883.6.1,LOINC,Glucose [Mass/volume] in Capillary blood by Glucometer,3034962,Glucose [Mass/volume] in Capillary blood by Glucometer,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[2]/code[1],36554-4,2.16.840.1.113883.6.1,LOINC,XR Chest Single view,3049950,XR Chest Single view,Procedure,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[3]/code[1],94500-6,2.16.840.1.113883.6.1,LOINC,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,706163,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[4]/code[1],6690-2,2.16.840.1.113883.6.1,LOINC,Leukocytes [#/volume] in Blood by Automated count,3000905,Leukocytes [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[5]/code[1],789-8,2.16.840.1.113883.6.1,LOINC,Erythrocytes [#/volume] in Blood by Automated count,3020416,Erythrocytes [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[6]/code[1],718-7,2.16.840.1.113883.6.1,LOINC,Hemoglobin [Mass/volume] in Blood,3000963,Hemoglobin [Mass/volume] in Blood,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[7]/code[1],4544-3,2.16.840.1.113883.6.1,LOINC,Hematocrit [Volume Fraction] of Blood by Automated count,3023314,Hematocrit [Volume Fraction] of Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[8]/code[1],787-2,2.16.840.1.113883.6.1,LOINC,MCV [Entitic volume] by Automated count,3023599,MCV [Entitic volume] by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[9]/code[1],785-6,2.16.840.1.113883.6.1,LOINC,MCH [Entitic mass] by Automated count,3012030,MCH [Entitic mass] by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[10]/code[1],786-4,2.16.840.1.113883.6.1,LOINC,MCHC [Mass/volume] by Automated count,3009744,MCHC [Mass/volume] by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[11]/code[1],788-0,2.16.840.1.113883.6.1,LOINC,Erythrocyte distribution width [Ratio] by Automated count,3019897,Erythrocyte distribution width [Ratio] by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[12]/code[1],777-3,2.16.840.1.113883.6.1,LOINC,Platelets [#/volume] in Blood by Automated count,3024929,Platelets [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[13]/code[1],770-8,2.16.840.1.113883.6.1,LOINC,Neutrophils/100 leukocytes in Blood by Automated count,3008342,Neutrophils/100 leukocytes in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[14]/code[1],736-9,2.16.840.1.113883.6.1,LOINC,Lymphocytes/100 leukocytes in Blood by Automated count,3037511,Lymphocytes/100 leukocytes in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[15]/code[1],5905-5,2.16.840.1.113883.6.1,LOINC,Monocytes/100 leukocytes in Blood by Automated count,3011948,Monocytes/100 leukocytes in Blood by Automated count,Measurement,LOINC,true,mapped
